Code,ZipLow,ZipHigh
IN,471606,471606
IN,471625,471625
IN,472001,472001
IN,472005,472005
IN,472010,472010
IN,472101,472101
IN,472111,472111
IN,472115,472115
IN,472118,472118
IN,472221,472221
IN,472246,472246
IN,472331,472331
IN,472336,472337
IN,472339,472339
IN,472442,472442
IN,472445,472447
IN,473101,473101
IN,473105,473105
IN,473110,473110
IN,473112,473113
IN,473115,473115
IN,473118,473118
IN,473222,473222
IN,473226,473226
IN,473249,473249
IN,473287,473287
IN,473330,473330
IN,473332,473332
IN,473335,473335
IN,473440,473440
IN,473443,473444
IN,473446,473446
IN,473585,473585
IN,473660,473660
IN,473662,473662
IN,473665,473665
IN,473670,473670
IN,473770,473770
IN,473774,473775
IN,473781,473781
IN,473793,473793
IN,473865,473865
IN,473880,473880
IN,473885,473885
IN,473990,473990
IN,473995,473995
IN,474001,474001
IN,474012,474012
IN,474015,474015
IN,474020,474020
IN,475001,475002
IN,475005,475005
IN,475110,475110
IN,475115,475115
IN,475220,475220
IN,475330,475330
IN,475335,475336
IN,475661,475661
IN,475671,475671
IN,475673,475673
IN,475675,475675
IN,475682,475682
IN,475685,475686
IN,476001,476001
IN,476111,476111
IN,476115,476115
IN,476134,476134
IN,476219,476219
IN,476221,476221
IN,476224,476224
IN,476228,476229
IN,476332,476332
IN,476335,476335
IN,476337,476337
IN,476339,476339
IN,476355,476355
IN,476444,476444
IN,476554,476554
IN,477001,477001
IN,477105,477105
IN,477111,477111
IN,477117,477117
IN,477222,477222
IN,477227,477227
IN,477331,477333
IN,477335,477335
IN,477441,477441
IN,477445,477447
IN,477449,477449
IN,477555,477555
IN,477557,477557
IN,477566,477566
IN,477660,477660
IN,480105,480105
IN,480107,480111
IN,480115,480115
IN,480221,480221
IN,480223,480224
IN,480331,480331
IN,480334,480334
IN,480337,480338
IN,480441,480441
IN,480447,480447
IN,480449,480449
IN,480551,480551
IN,480555,480555
IN,480557,480557
IN,480559,480559
IN,480661,480661
IN,480667,480667
IN,480771,480771
IN,480880,480882
IN,480884,480884
IN,480886,480888
IN,480990,480991
IN,480994,480994
IN,480996,480997
IN,480999,480999
IN,481001,481001
IN,481051,481051
IN,481102,481102
IN,481105,481105
IN,481111,481111
IN,481115,481117
IN,481222,481222
IN,481224,481224
IN,481226,481226
IN,481331,481332
IN,481335,481335
IN,481337,481337
IN,481441,481441
IN,481445,481445
IN,481449,481449
IN,481551,481551
IN,481556,481556
IN,481661,481666
IN,481668,481668
IN,481672,481672
IN,481768,481768
IN,481771,481771
IN,481776,481776
IN,481778,481778
IN,481879,481880
IN,481882,481882
IN,481884,481885
IN,481990,481990
IN,481995,481996
IN,481998,481998
IN,482021,482021
IN,482051,482051
IN,482056,482056
IN,483001,483001
IN,483053,483053
IN,483105,483105
IN,483110,483110
IN,483113,483113
IN,483119,483119
IN,483220,483220
IN,483222,483222
IN,483225,483225
IN,483330,483332
IN,483334,483334
IN,483336,483336
IN,483440,483440
IN,483442,483442
IN,483770,483770
IN,483773,483773
IN,483775,483775
IN,483880,483880
IN,483990,483990
IN,484001,484001
IN,484110,484110
IN,484113,484114
IN,484116,484117
IN,484120,484120
IN,484220,484220
IN,484224,484224
IN,484330,484330
IN,484334,484334
IN,484336,484336
IN,484440,484440
IN,484444,484444
IN,484446,484446
IN,484551,484551
IN,484555,484555
IN,484660,484661
IN,484665,484665
IN,484669,484669
IN,484770,484771
IN,484774,484774
IN,484776,484776
IN,484881,484881
IN,484886,484886
IN,485005,485005
IN,485111,485115
IN,485221,485221
IN,485226,485226
IN,485331,485331
IN,485334,485334
IN,485441,485441
IN,485446,485447
IN,485551,485551
IN,485661,485661
IN,485666,485666
IN,485771,485775
IN,485778,485778
IN,485881,485881
IN,486002,486002
IN,486005,486006
IN,486111,486111
IN,486114,486115
IN,486117,486117
IN,486123,486123
IN,486220,486220
IN,486223,486223
IN,486226,486226
IN,486331,486331
IN,486333,486333
IN,486335,486335
IN,486338,486338
IN,486340,486341
IN,486440,486441
IN,486445,486448
IN,486450,486450
IN,486550,486550
IN,486553,486553
IN,486556,486556
IN,486661,486661
IN,486666,486666
IN,486669,486670
IN,486771,486771
IN,486775,486776
IN,486881,486882
IN,486884,486890
IN,486892,486892
IN,487001,487001
IN,487110,487110
IN,487114,487114
IN,487118,487118
IN,487221,487221
IN,487225,487225
IN,487330,487330
IN,487334,487334
IN,487337,487337
IN,487441,487441
IN,487551,487551
IN,487555,487555
IN,487661,487661
IN,487770,487770
IN,487881,487881
IN,488001,488001
IN,488050,488051
IN,488059,488059
IN,488220,488220
IN,488222,488222
IN,488333,488333
IN,488441,488442
IN,488446,488446
IN,488448,488448
IN,491226,491226
IN,491229,491229
IN,491331,491332
IN,491335,491338
IN,491340,491340
IN,491441,491441
IN,491444,491445
IN,491557,491559
IN,491661,491661
IN,491665,491666
IN,491668,491668
IN,491771,491771
IN,491881,491881
IN,491885,491885
IN,491888,491888
IN,491993,491993
IN,491995,491995
IN,492101,492101
IN,492109,492109
IN,492112,492112
IN,493101,493101
IN,493111,493111
IN,493113,493114
IN,493116,493116
IN,493118,493118
IN,493195,493196
IN,493222,493222
IN,493225,493225
IN,493228,493229
IN,493332,493332
IN,493335,493335
IN,493338,493338
IN,493344,493344
IN,493441,493441
IN,493445,493445
IN,493449,493449
IN,493526,493526
IN,493551,493551
IN,493554,493555
IN,493558,493559
IN,493661,493663
IN,493770,493770
IN,493773,493773
IN,493776,493776
IN,493778,493778
IN,493881,493881
IN,493885,493885
IN,493888,493890
IN,493992,493992
IN,493996,493996
IN,494001,494001
IN,494010,494010
IN,494111,494111
IN,494114,494115
IN,494122,494122
IN,494221,494224
IN,494226,494226
IN,494228,494230
IN,494331,494331
IN,494333,494337
IN,494347,494347
IN,494441,494442
IN,494444,494444
IN,494446,494450
IN,494552,494553
IN,494556,494556
IN,494635,494635
IN,494661,494661
IN,494665,494665
IN,494669,494670
IN,494771,494771
IN,494776,494777
IN,495009,495009
IN,495112,495113
IN,495115,495119
IN,495220,495220
IN,495222,495222
IN,495224,495224
IN,495330,495330
IN,495334,495335
IN,495442,495442
IN,495445,495447
IN,495449,495450
IN,495452,495452
IN,495455,495455
IN,495550,495557
IN,495559,495559
IN,495660,495661
IN,495663,495663
IN,495668,495668
IN,495671,495671
IN,495674,495674
IN,495682,495683
IN,495687,495692
IN,495695,495695
IN,496001,496001
IN,496005,496005
IN,496100,496100
IN,496107,496107
IN,496111,496111
IN,496113,496113
IN,496115,496116
IN,496118,496118
IN,496220,496220
IN,496223,496225
IN,496227,496227
IN,496242,496242
IN,496245,496245
IN,496330,496331
IN,496334,496334
IN,496336,496336
IN,496338,496338
IN,496440,496440
IN,496445,496445
IN,496450,496450
IN,496551,496551
IN,496554,496554
IN,496661,496661
IN,496665,496665
IN,497001,497001
IN,497101,497101
IN,497111,497111
IN,497114,497114
IN,497116,497116
IN,497118,497119
IN,497220,497220
IN,497223,497226
IN,497229,497229
IN,497231,497231
IN,497235,497235
IN,497331,497331
IN,497333,497333
IN,497335,497335
IN,497339,497339
IN,497442,497442
IN,497446,497449
IN,497451,497451
IN,497553,497553
IN,497555,497555
IN,497557,497557
IN,497559,497559
IN,497773,497773
IN,497778,497778
IN,501101,501101
IN,501106,501106
IN,501111,501111
IN,501121,501121
IN,501141,501144
IN,501158,501158
IN,501202,501203
IN,501218,501218
IN,501301,501301
IN,501359,501359
IN,501401,501401
IN,501501,501504
IN,501506,501506
IN,501508,501512
IN,502001,502001
IN,502032,502032
IN,502101,502103
IN,502107,502107
IN,502109,502109
IN,502113,502115
IN,502117,502117
IN,502125,502125
IN,502130,502130
IN,502205,502205
IN,502210,502210
IN,502220,502221
IN,502228,502228
IN,502246,502249
IN,502251,502251
IN,502255,502257
IN,502267,502267
IN,502269,502271
IN,502273,502273
IN,502276,502281
IN,502285,502285
IN,502287,502287
IN,502290,502290
IN,502293,502296
IN,502300,502301
IN,502303,502303
IN,502305,502307
IN,502310,502310
IN,502312,502314
IN,502316,502316
IN,502318,502318
IN,502321,502321
IN,502325,502325
IN,502329,502329
IN,502331,502331
IN,502334,502336
IN,502345,502345
IN,502371,502372
IN,502375,502375
IN,502381,502381
IN,503101,503102
IN,503108,503108
IN,503110,503111
IN,503114,503114
IN,503120,503120
IN,503123,503125
IN,503144,503145
IN,503164,503165
IN,503174,503174
IN,503180,503180
IN,503185,503188
IN,503201,503202
IN,503206,503207
IN,503213,503213
IN,503217,503219
IN,503224,503225
IN,503230,503230
IN,503235,503235
IN,503246,503246
IN,503301,503302
IN,503305,503305
IN,503308,503309
IN,503311,503311
IN,503321,503322
IN,504101,504102
IN,504104,504105
IN,504107,504107
IN,504109,504110
IN,504202,504202
IN,504204,504204
IN,504206,504207
IN,504209,504209
IN,504214,504214
IN,504216,504216
IN,504218,504220
IN,504272,504273
IN,504292,504292
IN,504294,504295
IN,504297,504297
IN,504299,504299
IN,504301,504304
IN,504306,504306
IN,504308,504310
IN,504312,504313
IN,504323,504323
IN,504346,504346
IN,505101,505102
IN,505129,505129
IN,505152,505153
IN,505162,505162
IN,505174,505174
IN,505185,505188
IN,505208,505208
IN,505210,505212
IN,505214,505215
IN,505302,505307
IN,505330,505331
IN,505401,505403
IN,505405,505405
IN,505415,505416
IN,505445,505445
IN,505450,505455
IN,505462,505462
IN,505466,505466
IN,505469,505476
IN,505480,505481
IN,505490,505490
IN,505497,505498
IN,505501,505505
IN,505514,505514
IN,505524,505532
IN,506011,506011
IN,506101,506101
IN,506104,506105
IN,506112,506112
IN,506122,506122
IN,506134,506135
IN,506142,506142
IN,506144,506145
IN,506151,506151
IN,506164,506169
IN,506172,506172
IN,506201,506201
IN,506221,506224
IN,506244,506244
IN,506252,506252
IN,506301,506303
IN,506310,506310
IN,506313,506319
IN,506324,506324
IN,506330,506332
IN,506342,506342
IN,506344,506345
IN,506347,506349
IN,506352,506352
IN,506355,506356
IN,506365,506371
IN,506381,506381
IN,506391,506391
IN,507111,507111
IN,508004,508004
IN,508101,508101
IN,508105,508105
IN,508111,508113
IN,508115,508115
IN,508126,508126
IN,508201,508202
IN,508205,508206
IN,508210,508212
IN,508217,508218
IN,508221,508221
IN,508223,508223
IN,508233,508234
IN,508238,508238
IN,508243,508247
IN,508250,508250
IN,508253,508258
IN,508266,508266
IN,508278,508280
IN,508284,508286
IN,508355,508355
IN,508373,508374
IN,508376,508377
IN,509105,509105
IN,509110,509110
IN,509120,509120
IN,509126,509126
IN,509128,509132
IN,509135,509135
IN,509152,509153
IN,509201,509207
IN,509215,509215
IN,509217,509217
IN,509219,509219
IN,509228,509228
IN,509235,509235
IN,509311,509311
IN,509320,509320
IN,509325,509327
IN,509334,509340
IN,509349,509353
IN,509357,509358
IN,509360,509360
IN,509371,509371
IN,509376,509376
IN,509380,509380
IN,509382,509382
IN,509385,509385
IN,509401,509401
IN,509406,509412
IN,515004,515005
IN,515101,515101
IN,515110,515110
IN,515122,515124
IN,515133,515134
IN,515144,515144
IN,515154,515154
IN,515159,515159
IN,515164,515164
IN,515201,515201
IN,515211,515212
IN,515231,515231
IN,515241,515241
IN,515261,515261
IN,515271,515271
IN,515281,515281
IN,515286,515286
IN,515291,515291
IN,515301,515301
IN,515303,515303
IN,515305,515305
IN,515311,515311
IN,515321,515321
IN,515331,515331
IN,515341,515341
IN,515401,515402
IN,515405,515405
IN,515408,515408
IN,515411,515411
IN,515413,515415
IN,515425,515425
IN,515435,515435
IN,515445,515445
IN,515455,515455
IN,515465,515465
IN,515501,515501
IN,515511,515511
IN,515521,515521
IN,515531,515531
IN,515541,515541
IN,515551,515551
IN,515556,515556
IN,515561,515561
IN,515571,515571
IN,515581,515581
IN,515591,515591
IN,515601,515601
IN,515611,515611
IN,515621,515621
IN,515631,515631
IN,515641,515641
IN,515651,515651
IN,515661,515661
IN,515671,515672
IN,515701,515701
IN,515711,515711
IN,515721,515722
IN,515731,515731
IN,515741,515741
IN,515751,515751
IN,515761,515761
IN,515763,515763
IN,515765,515767
IN,515774,515775
IN,515787,515787
IN,515803,515803
IN,515812,515812
IN,515822,515822
IN,515832,515832
IN,515842,515842
IN,515863,515863
IN,515865,515865
IN,515867,515867
IN,515870,515872
IN,516003,516004
IN,516104,516105
IN,516107,516108
IN,516110,516110
IN,516126,516130
IN,516150,516152
IN,516162,516163
IN,516172,516173
IN,516175,516175
IN,516193,516193
IN,516203,516203
IN,516213,516218
IN,516228,516228
IN,516233,516233
IN,516237,516237
IN,516247,516247
IN,516257,516257
IN,516259,516259
IN,516267,516268
IN,516270,516270
IN,516289,516289
IN,516293,516293
IN,516309,516312
IN,516321,516321
IN,516329,516329
IN,516339,516339
IN,516349,516350
IN,516355,516356
IN,516359,516359
IN,516362,516362
IN,516380,516380
IN,516390,516390
IN,516396,516396
IN,516401,516401
IN,516411,516411
IN,516421,516421
IN,516431,516434
IN,516439,516439
IN,516444,516444
IN,516454,516454
IN,516464,516464
IN,516474,516474
IN,516484,516484
IN,516501,516505
IN,517101,517102
IN,517112,517113
IN,517123,517132
IN,517152,517152
IN,517167,517167
IN,517172,517172
IN,517192,517194
IN,517213,517213
IN,517234,517237
IN,517247,517247
IN,517257,517257
IN,517277,517277
IN,517280,517280
IN,517291,517291
IN,517297,517297
IN,517299,517299
IN,517305,517305
IN,517319,517319
IN,517326,517326
IN,517350,517352
IN,517370,517370
IN,517390,517391
IN,517401,517401
IN,517403,517403
IN,517414,517419
IN,517421,517423
IN,517425,517426
IN,517429,517429
IN,517432,517432
IN,517504,517504
IN,517526,517526
IN,517536,517536
IN,517541,517541
IN,517551,517551
IN,517561,517561
IN,517569,517569
IN,517571,517571
IN,517581,517584
IN,517586,517587
IN,517589,517592
IN,517599,517599
IN,517619,517620
IN,517640,517643
IN,518006,518007
IN,518010,518010
IN,518102,518102
IN,518112,518112
IN,518122,518124
IN,518134,518135
IN,518145,518145
IN,518155,518155
IN,518165,518166
IN,518176,518176
IN,518186,518186
IN,518196,518196
IN,518206,518206
IN,518216,518218
IN,518220,518222
IN,518225,518225
IN,518302,518302
IN,518308,518308
IN,518313,518313
IN,518323,518323
IN,518333,518333
IN,518343,518348
IN,518350,518350
IN,518360,518360
IN,518380,518380
IN,518385,518385
IN,518390,518390
IN,518395,518396
IN,518401,518401
IN,518405,518405
IN,518411,518412
IN,518422,518422
IN,518432,518432
IN,518442,518442
IN,518452,518452
IN,518462,518468
IN,518502,518502
IN,518508,518508
IN,518510,518513
IN,518523,518523
IN,518533,518533
IN,518543,518543
IN,518553,518553
IN,518563,518563
IN,518573,518573
IN,518583,518583
IN,518593,518594
IN,518598,518599
IN,518674,518674
IN,521002,521002
IN,521102,521102
IN,521106,521107
IN,521109,521111
IN,521125,521125
IN,521130,521133
IN,521135,521139
IN,521148,521151
IN,521153,521153
IN,521156,521156
IN,521158,521158
IN,521162,521164
IN,521170,521170
IN,521181,521183
IN,521190,521190
IN,521207,521207
IN,521211,521214
IN,521226,521229
IN,521241,521241
IN,521245,521247
IN,521250,521250
IN,521256,521256
IN,521260,521261
IN,521263,521263
IN,521311,521312
IN,521321,521323
IN,521325,521327
IN,521329,521332
IN,521340,521340
IN,521343,521345
IN,521356,521356
IN,521369,521369
IN,521390,521390
IN,521401,521403
IN,521456,521457
IN,522015,522018
IN,522102,522102
IN,522111,522113
IN,522202,522202
IN,522211,522213
IN,522234,522235
IN,522237,522237
IN,522256,522259
IN,522261,522262
IN,522264,522264
IN,522268,522268
IN,522301,522312
IN,522314,522318
IN,522324,522325
IN,522329,522330
IN,522341,522341
IN,522401,522402
IN,522408,522412
IN,522421,522421
IN,522435,522437
IN,522439,522439
IN,522501,522503
IN,522508,522508
IN,522510,522510
IN,522529,522529
IN,522549,522549
IN,522603,522603
IN,522611,522615
IN,522617,522617
IN,522626,522626
IN,522646,522646
IN,522649,522649
IN,522657,522661
IN,522663,522663
IN,523104,523104
IN,523109,523117
IN,523135,523135
IN,523165,523166
IN,523168,523171
IN,523180,523183
IN,523185,523187
IN,523190,523190
IN,523211,523211
IN,523213,523213
IN,523223,523228
IN,523241,523241
IN,523245,523246
IN,523252,523252
IN,523254,523254
IN,523260,523265
IN,523270,523274
IN,523279,523281
IN,523286,523286
IN,523291,523292
IN,523301,523302
IN,523304,523305
IN,523315,523316
IN,523320,523320
IN,523326,523336
IN,523346,523346
IN,523356,523357
IN,523367,523373
IN,524123,524124
IN,524127,524127
IN,524129,524129
IN,524131,524131
IN,524134,524134
IN,524137,524137
IN,524142,524142
IN,524152,524152
IN,524203,524203
IN,524221,524223
IN,524225,524225
IN,524227,524227
IN,524230,524230
IN,524234,524234
IN,524236,524236
IN,524239,524240
IN,524301,524304
IN,524307,524307
IN,524309,524310
IN,524312,524312
IN,524314,524315
IN,524317,524317
IN,524323,524323
IN,524342,524343
IN,524345,524345
IN,524366,524366
IN,524402,524415
IN,524421,524421
IN,530045,530045
IN,530047,530048
IN,530051,530052
IN,531002,531002
IN,531020,531023
IN,531025,531026
IN,531028,531035
IN,531040,531040
IN,531060,531061
IN,531075,531075
IN,531077,531077
IN,531082,531085
IN,531087,531087
IN,531114,531115
IN,531117,531117
IN,531126,531127
IN,531133,531133
IN,531149,531149
IN,531151,531151
IN,531162,531163
IN,531173,531173
IN,531219,531219
IN,532005,532005
IN,532122,532123
IN,532148,532148
IN,532185,532185
IN,532190,532190
IN,532201,532201
IN,532211,532212
IN,532214,532215
IN,532218,532220
IN,532222,532222
IN,532264,532264
IN,532290,532292
IN,532401,532404
IN,532406,532408
IN,532410,532410
IN,532425,532426
IN,532428,532430
IN,532432,532432
IN,532443,532443
IN,532445,532445
IN,532457,532458
IN,532461,532462
IN,532474,532474
IN,532484,532484
IN,533210,533211
IN,533213,533213
IN,533215,533215
IN,533217,533218
IN,533220,533223
IN,533228,533229
IN,533232,533232
IN,533234,533237
IN,533239,533239
IN,533242,533242
IN,533244,533244
IN,533247,533250
IN,533252,533252
IN,533254,533255
IN,533261,533261
IN,533263,533264
IN,533274,533274
IN,533284,533285
IN,533289,533297
IN,533305,533307
IN,533309,533309
IN,533339,533340
IN,533343,533343
IN,533345,533346
IN,533407,533408
IN,533430,533431
IN,533433,533434
IN,533444,533444
IN,533446,533449
IN,533461,533464
IN,533468,533468
IN,533483,533483
IN,533577,533577
IN,534007,534007
IN,534102,534102
IN,534111,534111
IN,534124,534124
IN,534126,534126
IN,534145,534146
IN,534156,534156
IN,534165,534166
IN,534176,534176
IN,534186,534186
IN,534195,534197
IN,534206,534207
IN,534209,534210
IN,534215,534218
IN,534222,534222
IN,534225,534225
IN,534227,534227
IN,534230,534230
IN,534236,534237
IN,534239,534240
IN,534243,534244
IN,534247,534247
IN,534250,534250
IN,534265,534269
IN,534302,534302
IN,534305,534305
IN,534311,534311
IN,534316,534316
IN,534318,534318
IN,534324,534324
IN,534326,534327
IN,534329,534331
IN,534338,534338
IN,534340,534340
IN,534342,534342
IN,534401,534401
IN,534406,534406
IN,534411,534411
IN,534416,534416
IN,534427,534427
IN,534432,534432
IN,534437,534437
IN,534442,534442
IN,534447,534448
IN,534450,534452
IN,534456,534456
IN,534461,534461
IN,534467,534467
IN,534475,534475
IN,535003,535006
IN,535102,535102
IN,535124,535126
IN,535148,535148
IN,535160,535161
IN,535204,535204
IN,535213,535218
IN,535220,535221
IN,535240,535240
IN,535250,535250
IN,535260,535260
IN,535273,535273
IN,535280,535281
IN,535463,535463
IN,535521,535523
IN,535525,535527
IN,535534,535534
IN,535546,535546
IN,535557,535558
IN,535568,535568
IN,535573,535573
IN,535578,535581
IN,535592,535593
IN,561101,561101
IN,561201,561202
IN,561205,561213
IN,562101,562105
IN,562108,562108
IN,562112,562112
IN,562117,562117
IN,562119,562122
IN,562126,562127
IN,562129,562132
IN,562135,562135
IN,562138,562138
IN,562160,562162
IN,563102,563102
IN,563113,563113
IN,563116,563119
IN,563121,563121
IN,563123,563124
IN,563126,563129
IN,563131,563139
IN,563146,563146
IN,563159,563159
IN,563161,563162
IN,571101,571105
IN,571107,571110
IN,571114,571117
IN,571119,571123
IN,571125,571129
IN,571134,571134
IN,571187,571187
IN,571201,571201
IN,571211,571212
IN,571214,571219
IN,571231,571232
IN,571235,571237
IN,571247,571254
IN,571312,571316
IN,571342,571342
IN,571404,571405
IN,571415,571419
IN,571421,571422
IN,571424,571431
IN,571433,571436
IN,571439,571446
IN,571448,571448
IN,571450,571450
IN,571455,571455
IN,571457,571457
IN,571463,571463
IN,571490,571490
IN,571601,571607
IN,571610,571610
IN,571617,571617
IN,571807,571807
IN,571811,571812
IN,572111,572127
IN,572129,572129
IN,572133,572142
IN,572175,572175
IN,572211,572228
IN,573101,573101
IN,573103,573103
IN,573111,573113
IN,573115,573131
IN,573133,573137
IN,573141,573142
IN,573144,573144
IN,573162,573162
IN,573164,573165
IN,573202,573202
IN,573210,573220
IN,573225,573225
IN,574101,574104
IN,574107,574114
IN,574119,574119
IN,574122,574122
IN,574129,574129
IN,574141,574146
IN,574148,574148
IN,574150,574151
IN,574153,574154
IN,574197,574199
IN,574201,574203
IN,574210,574214
IN,574216,574238
IN,574240,574244
IN,574248,574248
IN,574253,574253
IN,574259,574260
IN,574265,574265
IN,574267,574267
IN,574279,574279
IN,574285,574285
IN,574313,574314
IN,574323,574328
IN,574509,574509
IN,575022,575023
IN,576106,576106
IN,576108,576108
IN,576111,576112
IN,576115,576115
IN,576117,576117
IN,576120,576122
IN,576124,576124
IN,576211,576212
IN,576214,576217
IN,576219,576224
IN,576226,576235
IN,576247,576247
IN,576257,576257
IN,576282,576283
IN,577003,577003
IN,577006,577006
IN,577102,577102
IN,577111,577117
IN,577120,577140
IN,577142,577142
IN,577144,577146
IN,577160,577160
IN,577168,577168
IN,577175,577175
IN,577179,577182
IN,577205,577205
IN,577211,577211
IN,577213,577233
IN,577243,577243
IN,577245,577245
IN,577302,577302
IN,577411,577419
IN,577421,577426
IN,577428,577431
IN,577433,577436
IN,577451,577453
IN,577502,577502
IN,577511,577513
IN,577515,577534
IN,577536,577546
IN,577548,577558
IN,577566,577566
IN,577589,577589
IN,577597,577599
IN,580026,580026
IN,580112,580112
IN,580118,580118
IN,581101,581109
IN,581111,581113
IN,581116,581121
IN,581123,581123
IN,581126,581126
IN,581128,581129
IN,581145,581145
IN,581148,581148
IN,581186,581187
IN,581193,581193
IN,581195,581196
IN,581201,581213
IN,581301,581308
IN,581314,581363
IN,581365,581365
IN,581384,581384
IN,581396,581396
IN,581400,581401
IN,581403,581403
IN,581411,581412
IN,581421,581421
IN,581423,581423
IN,581440,581440
IN,581450,581450
IN,581453,581453
IN,582102,582103
IN,582111,582120
IN,582201,582211
IN,583111,583122
IN,583124,583132
IN,583134,583137
IN,583152,583152
IN,583211,583226
IN,583228,583239
IN,583268,583268
IN,583275,583283
IN,584103,584103
IN,584111,584111
IN,584113,584113
IN,584115,584116
IN,584118,584118
IN,584120,584120
IN,584122,584127
IN,584129,584129
IN,584132,584136
IN,584138,584140
IN,584143,584143
IN,584167,584167
IN,584170,584170
IN,584202,584203
IN,585106,585106
IN,585201,585202
IN,585210,585229
IN,585236,585237
IN,585265,585265
IN,585287,585287
IN,585290,585292
IN,585301,585331
IN,585353,585353
IN,585355,585355
IN,585402,585402
IN,585411,585419
IN,585421,585421
IN,585436,585437
IN,585443,585443
IN,586102,586102
IN,586104,586104
IN,586108,586109
IN,586111,586125
IN,586127,586130
IN,586201,586217
IN,587102,587103
IN,587111,587122
IN,587124,587125
IN,587154,587155
IN,587201,587207
IN,587301,587301
IN,587311,587316
IN,590018,590019
IN,591101,591104
IN,591106,591107
IN,591109,591112
IN,591114,591115
IN,591117,591131
IN,591136,591136
IN,591143,591143
IN,591147,591147
IN,591153,591153
IN,591156,591156
IN,591173,591173
IN,591201,591201
IN,591211,591244
IN,591246,591248
IN,591254,591254
IN,591263,591263
IN,591265,591265
IN,591287,591287
IN,591301,591317
IN,591340,591340
IN,591344,591344
IN,600103,600103
IN,601204,601204
IN,602021,602021
IN,602026,602026
IN,602108,602108
IN,603104,603109
IN,603127,603127
IN,603302,603302
IN,603304,603305
IN,603307,603307
IN,603309,603311
IN,603313,603314
IN,603319,603319
IN,603401,603403
IN,603405,603405
IN,604101,604102
IN,604153,604154
IN,604201,604203
IN,604208,604208
IN,604210,604210
IN,604303,604303
IN,604305,604305
IN,604404,604404
IN,604406,604406
IN,604410,604410
IN,604502,604505
IN,605302,605302
IN,605401,605402
IN,605651,605651
IN,605701,605701
IN,605751,605752
IN,605755,605759
IN,605766,605766
IN,605801,605803
IN,606102,606102
IN,606104,606104
IN,606107,606107
IN,606115,606115
IN,606204,606205
IN,606213,606213
IN,606301,606301
IN,606303,606303
IN,606305,606305
IN,606701,606701
IN,606706,606706
IN,606708,606708
IN,606710,606710
IN,606752,606752
IN,606755,606755
IN,606803,606806
IN,606808,606808
IN,606811,606811
IN,606901,606902
IN,606904,606904
IN,606907,606908
IN,607101,607101
IN,607109,607109
IN,607112,607112
IN,607201,607203
IN,607205,607205
IN,607209,607209
IN,607301,607301
IN,607308,607308
IN,607804,607805
IN,608201,608201
IN,608301,608301
IN,608304,608304
IN,608306,608306
IN,608401,608401
IN,608501,608502
IN,608701,608701
IN,608703,608704
IN,608801,608801
IN,608901,608901
IN,609101,609101
IN,609104,609104
IN,609106,609110
IN,609113,609116
IN,609118,609118
IN,609204,609205
IN,609302,609306
IN,609308,609308
IN,609310,609310
IN,609312,609313
IN,609402,609402
IN,609405,609405
IN,609502,609503
IN,609601,609601
IN,609608,609608
IN,609701,609701
IN,609704,609704
IN,609804,609804
IN,609808,609808
IN,609811,609811
IN,610003,610004
IN,610103,610104
IN,610107,610107
IN,610202,610203
IN,610205,610205
IN,611003,611003
IN,611102,611103
IN,611106,611106
IN,611108,611108
IN,611112,611112
IN,612105,612106
IN,612202,612202
IN,612303,612303
IN,612401,612401
IN,612501,612501
IN,612603,612603
IN,612803,612803
IN,612901,612903
IN,613002,613002
IN,613009,613010
IN,613101,613102
IN,613105,613105
IN,613202,613205
IN,613401,613403
IN,613503,613503
IN,613601,613602
IN,613702,613703
IN,613705,613705
IN,614013,614014
IN,614202,614202
IN,614401,614402
IN,614602,614602
IN,614613,614613
IN,614615,614615
IN,614619,614621
IN,614623,614623
IN,614625,614626
IN,614629,614630
IN,614702,614703
IN,614705,614706
IN,614710,614710
IN,614713,614713
IN,614738,614738
IN,614801,614801
IN,614803,614803
IN,614805,614805
IN,614807,614807
IN,614810,614810
IN,614904,614905
IN,620022,620022
IN,620026,620026
IN,621004,621004
IN,621009,621010
IN,621101,621102
IN,621105,621107
IN,621110,621110
IN,621113,621114
IN,621117,621117
IN,621202,621202
IN,621204,621204
IN,621211,621211
IN,621217,621217
IN,621219,621219
IN,621301,621302
IN,621306,621306
IN,621312,621313
IN,621601,621601
IN,621701,621701
IN,621704,621704
IN,621709,621709
IN,621714,621714
IN,621716,621716
IN,621718,621719
IN,621722,621722
IN,621729,621729
IN,621802,621802
IN,621805,621805
IN,621851,621851
IN,622003,622005
IN,622204,622204
IN,622209,622209
IN,622401,622404
IN,622407,622407
IN,622409,622409
IN,622412,622412
IN,622422,622422
IN,623115,623115
IN,623135,623135
IN,623308,623308
IN,623315,623315
IN,623401,623403
IN,623406,623407
IN,623503,623503
IN,623515,623516
IN,623520,623520
IN,623525,623526
IN,623530,623530
IN,623532,623533
IN,623537,623538
IN,623566,623566
IN,623601,623601
IN,623603,623605
IN,623608,623608
IN,623703,623704
IN,623706,623706
IN,623711,623711
IN,624206,624206
IN,624208,624208
IN,624212,624212
IN,624216,624216
IN,624303,624303
IN,624307,624307
IN,624401,624402
IN,624619,624619
IN,624706,624707
IN,624710,624710
IN,625101,625101
IN,625201,625201
IN,625203,625203
IN,625205,625205
IN,625207,625207
IN,625214,625214
IN,625218,625218
